Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
OnePath OA PS-ANZ Cash Advantage EF,,,,,,,,,,,,,,,,,5064530.43,30100175.17,69893047.42,94013854.5,89291711
OnePath OA PS-ANZ Cash Advantage NE,,,,,,,,,,,,,,,,,2055210.29,15128502.75,51464221.33,84128784.17,76095038.5
OnePath OA PS-ANZ Flexible Term Dep EF,,,,,,,,,,,,,,,,37375888,80028981.25,50263909.75,28191817.25,14456211.67,
OnePath OA PS-ANZ Flexible Term Dep NE,,,,,,,,,,,,,,,,24662274,48233191.92,31992340.92,19684133.08,4637816.5,2480.5
OnePath OA PS-ANZ Term Deposit 12 Months,,,,,,,,,,,,,,,,,,,9621453.25,18304018.5,29077158
OnePath OA PS-ANZ Term Deposit 2 Years,,,,,,,,,,,,,,,,,,,1945312.5,7968453.58,11871390.33
OnePath OA PS-ANZ Term Deposit 3 Months,,,,,,,,,,,,,,,,,,,3063549,10316589.42,11676135.33
OnePath OA PS-ANZ Term Deposit 3 Years,,,,,,,,,,,,,,,,,,,340619.25,1244760.92,2072378.25
OnePath OA PS-ANZ Term Deposit 5 Years,,,,,,,,,,,,,,,,,,,352699.5,1599089.5,2098177.58
OnePath OA PS-ANZ Term Deposit 6 Months,,,,,,,,,,,,,,,,,,,29846122.25,68175070.25,59214412.67
OnePath OA PS-Arrowstreet Glb Eq Hdg-EF,,,,,,,,,,285000,1750909.09,4105454.55,7160000,13279166.67,22171818.18,20225620,13374352.83,11487411.83,8532439.83,5505650,5526628.58
OnePath OA PS-Arrowstreet Glb Eq Hdg-NEF,,,,,,,,,,210000,3013636.36,5980000,11093333.33,18109166.67,25676363.64,19995737.27,12758084.92,11496625.17,8742536.17,6098570.25,6111234.08
OnePath OA PS-Ausbil Aus Emg Leaders EF,,,,,,,,,,,,,150000,1470000,5944545.45,7867659.09,9454645.17,14009104.75,15148658.17,12945843.17,12436187.92
OnePath OA PS-Ausbil Aus Emg Leaders NE,,,,,,,,,,,,,145000,915833.33,3744166.67,5212857.27,6251245.42,9422777.08,11089512.83,10438332.58,11528242.92
OnePath OA PS-AXA Australian Property EF,,,,,,,,,,,,,243333.33,1903333.33,7017272.73,10410442.73,9276780.33,9130228.67,7408934.33,6552696.42,3772968.67
OnePath OA PS-AXA Australian Property NE,,,,,,,,,,,,,240000,2458333.33,8340000,11449927.27,10186063.25,9622778,7011715.08,5872457,3419146.33
OnePath OA PS-Bennelong Australian Eq EF,,,,,,,,,,,,,,,,,31764,235345,786467.75,1064185.83,1710839.08
OnePath OA PS-Bennelong Australian Eq NE,,,,,,,,,,,,,,,,,30352.5,382439.08,828737.92,1248314.17,1584150.42
OnePath OA PS-Bentham Global Income EF,,,,,,,,,,,,,196666.67,1980833.33,6682500,6878210,5800116.33,5927901.25,4535334.08,3967470.17,4548091.92
OnePath OA PS-Bentham Global Income NE,,,,,,,,,,,,,75000,1334166.67,4098333.33,3413127.27,2510412.83,3267993.25,2692805.83,2475566,3354223.17
OnePath OA PS-BlackRock Balanced EF,,,,,,,,,11530000,3780000,5294545.45,5757272.73,7026666.67,8708333.33,12653636.36,12998730,14478318.92,19033347.58,20794680.67,18511334.58,19323151.75
OnePath OA PS-BlackRock Balanced NE,,,,,,,,,,4338571.43,8410000,10944545.45,12269166.67,14505833.33,18097272.73,31493007.27,49335751.67,62159367.42,59783634.33,55139240,60061301.67
OnePath OA PS-BlackRock Sci Aus Eq EF,,,,,,,,,,,,143333.33,647500,2474166.67,7296363.64,8506952.73,8993867,9267587.42,7145575.83,5120011.17,5124909.33
OnePath OA PS-BlackRock Sci Aus Eq NE,,,,,,,,,,,,80000,550833.33,1911666.67,6302500,7338757.27,7538505.08,8381917.83,6722320.33,5164653.58,5149208.58
OnePath OA PS-BlackRock Sci Div Gr EF,,,,,,,,,,,1320000,3543636.36,5592500,9316666.67,11554545.45,9660950.91,7139745.17,6011344.42,4675206.75,3754430.5,3747266.75
OnePath OA PS-BlackRock Sci Div Gr NE,,,,,,,,,,,105000,1566363.64,3140833.33,5005833.33,6560833.33,5343687.27,3939129.92,3333216.25,2564847.75,2069795.5,1938886
OnePath OA PS-BlackRock Sci Intl Eq EF,,,,,,,,,,,,,90000,1818333.33,6560833.33,5330974.55,3742222.08,2844360.58,1905376.75,1487563.42,1631539.83
OnePath OA PS-BlackRock Sci Intl Eq NE,,,,,,,,,,,,,120000,810000,2400000,1830783.64,1503794.17,1608883.08,1218651.92,797590.75,757585.08
OnePath OA PS-BT Core Australian Shr EF,,,,,,,,,,,,,,,,,1122734.3,5141990.75,9025178,8472548.33,8451408.92
OnePath OA PS-BT Core Australian Shr NE,,,,,,,,,,,,,,,,,491926.8,2258531.67,3111750.25,3791078.17,4590480.83
OnePath OA PS-BT Core Hgd Gl Shrs EF/Sel,,,,,,,,,,,30000,63636.36,90000,101000,,,,,,,
OnePath OA PS-BT Core Hgd Gl Shrs NEF,,,,,,,,,,,40000,119090.91,185000,309000,,,,,,,
OnePath OA PS-BT Smaller Companies EF,,,,,,,,,,,,66666.67,308333.33,950833.33,3250000,4821983.64,4897419,7264461.83,9479986,9380572,10568787.92
OnePath OA PS-BT Smaller Companies NE,,,,,,,,,,,,95000,584166.67,1470000,3704545.45,4252869.09,4680851.75,6939205.67,8391845.58,8486305.42,10237782.33
OnePath OA PS-Capital Guaranteed,147983333.3,185282727.3,168934285.7,168793333.3,165680000,261618181.8,384980000,508660000,459926000,384574000,309980909.1,240053350.6,405775875,416670774.3,386821881.6,361593424.6,328716035.8,292981119.1,258417825,235696032.1,225159027.9
OnePath OA PS-Capital Intl Gbl Eq H EF,,,,,,,,,60930000,8881250,4016363.64,6517272.73,7485833.33,9056666.67,9441818.18,5994600.91,4631286.08,4654448.17,4005993.42,3331299.42,3660010.58
OnePath OA PS-Capital Intl Gbl Eq H NE,,,,,,,,,,3122857.14,9069090.91,15605454.55,18177500,19719166.67,18751818.18,12964072.73,10154585.33,10383037.33,9873032,8668833.08,9111304.33
OnePath OA PS-CFS Global Credit Inc EF,,,,,,,,,,,,,200000,1459166.67,3736363.64,3609643.64,4690473.5,8647781.5,8652481,8177770.5,7962395
OnePath OA PS-CFS Global Credit Inc NE,,,,,,,,,,,,,75000,1127500,2490000,2780863.64,2452569.25,4998381.33,5504321.92,5984203.58,6171582.08
OnePath OA PS-CFS WS Imputation EF,,,,,,,,,27040000,8034000,4348181.82,6185454.55,8313333.33,12066666.67,17624545.45,12311030.91,10954082.33,13304579.17,12861458.17,11459422.67,13025242.58
OnePath OA PS-CFS WS Imputation NE,,,,,,,,,,7837500,15134545.45,21857272.73,27900000,34182500,41370909.09,31449410.91,27031589.08,28983717.67,25491273.67,21326787.17,22988450.58
OnePath OA PS-Challenger Howard Mrtg EF,,,,,,,,,,,,,296666.67,2587500,7303636.36,12425529.09,11436318.67,8329031.33,2222101.75,425895.5,111437.17
OnePath OA PS-Challenger Howard Mrtg NE,,,,,,,,,,,,,493333.33,3073333.33,5314545.45,8398047.27,7649967.08,5304720.25,1366417.58,223824.25,54811
OnePath OA PS-Challenger Prpty Secs,,,,,,,,,,,86666.67,1043636.36,3214166.67,5610833.33,9975454.55,6654874.55,3654428.25,3925578.25,3261944.5,3037200,3014525.67
OnePath OA PS-Challenger Prpty Secs NE,,,,,,,,,,,150000,1685454.55,4539166.67,7485000,12425454.55,8255960,4776553.33,5578179.17,5040593.5,4724886.58,5160747.67
OnePath OA PS-Fidelity Australian Eq EF,,,,,,,,,,,,,,,,,4299137.4,14289433.5,19973449.67,21903499.42,26338114.25
OnePath OA PS-Fidelity Australian Eq NE,,,,,,,,,,,,,,,,,1297587.4,4584129,7852780,10881233.58,15266641
OnePath OA PS-GSJBW Income Plus EF,,,,,,,,,,,,,,,290000,819918.18,1178944.58,2367837.42,3175337.5,2927693.58,2675791.92
OnePath OA PS-GSJBW Income Plus NE,,,,,,,,,,,,,,,130000,371561.82,814429.58,1726572.83,2395456.67,1922239.75,1488147.42
OnePath OA PS-IML Australia Shares NE,,,,,,,,,,,760000,6890000,14606666.67,20151666.67,25735454.55,21686868.18,19171429.5,20563242.33,18316776.75,17074555.83,21142818.42
OnePath OA PS-IML Australian Shares EF,,,,,,,,,,,673333.33,4069090.91,8119166.67,10210833.33,14675454.55,14235794.55,13699449.83,14727854.92,12075720.42,11502280.58,14014828.08
OnePath OA PS-ING European Shares EF,,,,,,,,,43333.33,300000,503636.36,520000,565000,441666.67,402727.27,285987.27,254202.5,220150.5,178157.58,96071,
OnePath OA PS-ING European Shares NE,,,,,,,,,420000,1088000,1802727.27,2111818.18,2320833.33,2319166.67,2416363.64,1664333.64,1275598.58,1200743.08,1080279.25,673227,104
OnePath OA PS-IOOF/Perennial Val Shr EF,,,,,,,,,,,,153333.33,1415833.33,4674166.67,10721818.18,15627115.45,19285497.83,31092004.33,31869787.25,26346891.33,26170732.08
OnePath OA PS-IOOF/Perennial Val Shr NE,,,,,,,,,,,,540000,2922500,7322500,12830000,12300178.18,12344887.25,18390340.67,19288427.67,17536521.08,18430987.08
OnePath OA PS-Kapstream Abs Ret Inc EF,,,,,,,,,,,,,466666.67,3428333.33,11102727.27,10850325.45,6979169,7562415.75,5930067,3888232,3749066.83
OnePath OA PS-Kapstream Abs Ret Inc NE,,,,,,,,,,,,,660000,3089166.67,6575000,7376313.64,5606078.92,7502294.42,6797240.5,5231497.42,4347221.08
OnePath OA PS-Legg Mason Gbl Value Eq EF,,,,,,,,,,,,,,,,,,27998.78,62284.33,84086.92,124732.92
OnePath OA PS-Legg Mason Gbl Value Eq NE,,,,,,,,,,,,,,,,,,28768.89,35199.67,43061.58,66056.25
OnePath OA PS-LM Gbl MultiSector Bond EF,,,,,,,,,,,,,,,,,51673.6,196064.92,256478.83,428598.92,712720.42
OnePath OA PS-LM Gbl MultiSector Bond NE,,,,,,,,,,,,,,,,,252687.6,573816.33,555576.08,538176.58,1444312.58
OnePath OA PS-Magellan Global EF/Sel,,,,,,,,,9820000,2680000,3047272.73,3710909.09,3677500,3500833.33,3133636.36,2187246.36,3966253.25,5501354.25,3974684.92,3298057,3646450.42
OnePath OA PS-Magellan Global NEF,,,,,,,,,,3160000,7658181.82,10556363.64,11222500,11205833.33,10032727.27,7207603.64,5780881.25,5162175.5,4440886.33,3822615.17,3995748.58
OnePath OA PS-Merlon Australian Share EF,,,,,,,,,,,,,,,130000,226166.36,722084.92,2078389.92,2433732.75,2396050.42,2363995.42
OnePath OA PS-Merlon Australian Share NE,,,,,,,,,,,,,,,160000,334194.55,891001.25,1870155,1749949.33,1628401.5,1609308.75
OnePath OA PS-MFS Global Equity EF,,,,,,,,,,,,,35000,682500,2414545.45,2478637.27,2657771.25,6122182.83,10515564.17,12261157.17,17445042.33
OnePath OA PS-MFS Global Equity NE,,,,,,,,,,,,,50000,442500,1450909.09,1540494.55,1481864.67,2270668.08,3269042.83,4954981.25,8484833.25
OnePath OA PS-MLC Platinum Global Shr EF,,,,,,,,,,,313333.33,3662727.27,4240833.33,3796666.67,3150909.09,2169209.09,1901583.67,1350438.67,1023440.08,778926.33,758489.58
OnePath OA PS-MLC Platinum Global Shr NE,,,,,,,,,,,1053333.33,9165454.55,11531666.67,11211666.67,9425454.55,5327584.55,4198567.83,3389957.08,2342279.33,1482854.17,1388168.33
OnePath OA PS-MoneyForLife Index Bal EF,,,,,,,,,,,,,,,,,176460.67,2245178.25,4991071.67,4407449.5,4438612.25
OnePath OA PS-MoneyForLife Index Bal NE,,,,,,,,,,,,,,,,,30840,881276.42,1931254.67,2262448.92,2696415.33
OnePath OA PS-MoneyForLife Index Con EF,,,,,,,,,,,,,,,,,30013.33,333894.25,854752.17,611404.08,404516.83
OnePath OA PS-MoneyForLife Index Con NE,,,,,,,,,,,,,,,,,194252.67,780282.92,2053957.25,4321218.67,3490154.83
OnePath OA PS-MoneyForLife Index Mod EF,,,,,,,,,,,,,,,,,29988.33,658750.92,1187124.17,1153587.75,938602.42
OnePath OA PS-MoneyForLife Index Mod NE,,,,,,,,,,,,,,,,,30882,70451.42,424247.42,721098.83,749024.33
OnePath OA PS-OnePath Protected Gr 2 EF,,,,,,,,,,,,,,,,,1081844.71,5127137.08,7025483.7,,0
OnePath OA PS-OnePath Protected Gr 2 NE,,,,,,,,,,,,,,,,,1745445.71,6115437.5,8503253.9,,
OnePath OA PS-OnePath Protected Gr EF,,,,,,,,,,,,,,420000,4631666.67,8674204.55,7532923.67,4785412.42,2647822.3,,
OnePath OA PS-OnePath Protected Gr NE,,,,,,,,,,,,,,400000,5072500,8115986.36,7075261.92,4270537.58,2365420.1,,
OnePath OA PS-OP Active Growth EF,,,,,,,,,,,106666.67,1412727.27,1622500,2974166.67,4867272.73,4060327.27,3581523.17,4027425,4063540.75,3642576,3921890.33
OnePath OA PS-OP Active Growth NE,,,,,,,,,,,203333.33,1987272.73,4235000,6976666.67,10577272.73,8958581.82,7277056.75,7441328.83,6337430,5117905,5338744.25
OnePath OA PS-OP Australian Shares EF,,,412222.22,1310833.33,4792500,14638333.33,25382500,38710000,41795833.33,46277272.73,47060000,55982727.27,62865833.33,70522500,86180909.09,72248712.73,58816592.33,61895546.92,56265424.17,49089235.5,51781012.33
OnePath OA PS-OP Australian Shares NE,,,594000,4270833.33,15584166.67,32511666.67,61150833.33,98894166.67,131235833.3,156549090.9,156376363.6,173339090.9,195695833.3,217441666.7,246620000,201442270.9,164971977.3,176835129.8,163889460.8,140804852.1,147723263.4
OnePath OA PS-OP Balanced EF,,,172000,1080000,3914545.45,15829166.67,37418333.33,51560833.33,54630000,58164545.45,59690000,64029090.91,67915000,72196666.67,77696363.64,67773598.18,60702713.5,64338045.92,62401378.92,56586498.92,52067916.83
OnePath OA PS-OP Balanced NE,,,689090.91,8642727.27,28615454.55,83376666.67,174972500,232953333.3,241171666.7,234643636.4,213625454.6,215844545.5,221631666.7,229929166.7,237421818.2,199702193.6,172376627.1,175449041.3,161883760.5,142693338.9,110031246.7
OnePath OA PS-OP Blue Chip Imp EF,,,,,,,,,,1823750,4598181.82,7525454.55,10086666.67,13110833.33,18543636.36,18797610.91,17552240.08,19569285,16981571.75,15118823.08,18138263.33
OnePath OA PS-OP Blue Chip Imp NE,,,,,,,,,,7712500,21127272.73,35395454.55,45055000,52818333.33,63849090.91,51635440,44475422.67,48889135.25,42996944.58,34966399.25,36376599.58
OnePath OA PS-OP Cap Stable NE,62150000,70925000,73783333.33,98841666.67,146491666.7,214083333.3,273538333.3,238980833.3,206870833.3,199490909.1,230102727.3,233551818.2,221218333.3,201880833.3,178935454.6,148195640,130055468.1,130188989.3,121507550.5,110386616.6,97261500.5
OnePath OA PS-OP Capital Stable EF,36641666.67,52491666.67,49566666.67,55050000,61550000,68808333.33,74695833.33,65344166.67,58582500,59680000,65330909.09,64540000,62709166.67,59918333.33,57321818.18,50024805.45,44975717.5,47247829.25,46683121,47597517.75,43151928
OnePath OA PS-OP Cash EF,,,,,,,,,,,,,3877500,17876666.67,57150000,85739345.45,104410524.5,104165669.7,94581730.42,80806477.67,62423517.17
OnePath OA PS-OP Div Fixed Interest EF,,,38571.43,120833.33,438333.33,6462500,3682500,769166.67,627500,535454.55,540000,741818.18,1913333.33,3966666.67,7952727.27,10057048.18,11358912.25,13229394.83,12017535.58,12960240.5,11070926.42
OnePath OA PS-OP Div Fixed Interest NE,,,445000,1518333.33,2656666.67,4047500,4381666.67,3248333.33,2676666.67,2267272.73,2110000,2731818.18,3705000,5085833.33,6245454.55,6297003.64,7778053.42,9719357.08,10924108.67,13648297.83,12102164.83
OnePath OA PS-OP Diversified Hi Yld EF,,,,,,,,,,,140000,262727.27,745833.33,1827500,2818181.82,1872127.27,1517705.08,1797844.58,1929267.17,1502605.25,1210522.08
OnePath OA PS-OP Diversified Hi Yld NE,,,,,,,,,,,23333.33,383636.36,1626666.67,2703333.33,4184545.45,3751794.55,2108985.33,1939243.5,2150038.75,2110691.58,1413940.08
OnePath OA PS-OP Emerging Companies EF,,,,,804444.44,3524166.67,5845833.33,13435000,19565000,18032000,15107272.73,18459090.91,22901666.67,25175833.33,35240000,30177943.64,26824985.92,32340182.67,31699971,27040077,28765787.67
OnePath OA PS-OP Emerging Companies NE,,,,,6498888.89,13415000,19172500,44842500,65648333.33,61566363.64,51793636.36,62614545.45,76960833.33,85131666.67,110366363.6,90087830.91,74850048.5,86116230.67,83584034.33,72211384.5,73491556.58
OnePath OA PS-OP Global Bal Prp Sec EF,,,,,,,,,,,,,,400000,6610833.33,9717478.18,7994199.25,12957956,14604598.58,13126489.08,12248680.08
OnePath OA PS-OP Global Bal Prp Sec NE,,,,,,,,,,,,,,300000,4597500,5932475.45,4623418.08,8021995.67,10329494.83,11408599.25,12566543
OnePath OA PS-OP Global Emg Markets EF,,,,,,,,,20000,271000,513636.36,940000,1629166.67,3894166.67,7296363.64,9555305.45,9517410.42,11970343.17,10154609.67,7389367.42,6513466.5
OnePath OA PS-OP Global Emg Markets NE,,,,,,,,,260000,1098000,1820000,2777272.73,4164166.67,8722500,14140833.33,16779881.82,15889711.5,20298672.58,18014976.5,14329507,13287058.67
OnePath OA PS-OP Global Hi Dividend EF,,,,,,,,,56666.67,163000,244545.45,210000,167500,294166.67,320909.09,228590,209627,225316,193570.58,174748.67,
OnePath OA PS-OP Global Hi Dividend NE,,,,,,,,,130000,391000,459090.91,405454.55,424166.67,705000,1077272.73,930929.09,430808.58,396196,347184.67,326652.67,124
OnePath OA PS-OP Global Sector EF,,,,,,,,,40000,162000,323636.36,344545.45,354166.67,365000,487500,195678.18,158500.17,143529.75,123231.08,79444.33,
OnePath OA PS-OP Global Sector NE,,,,,,,,,280000,1034000,1609090.91,1838181.82,1884166.67,1941666.67,1718181.82,1145704.55,856356.25,824559.17,659989.58,428502.33,
OnePath OA PS-OP Global Shares EF,,,,,144000,970000,3779166.67,9659166.67,12620000,10559000,8639090.91,9185454.55,9157500,9598333.33,8710000,6382725.45,5055201.92,5236682.67,4909565.33,4468646,5421695.5
OnePath OA PS-OP Global Shares NE,,,,,1656666.67,4574166.67,11475833.33,34244166.67,48814166.67,43929000,38092727.27,39005454.55,38390000,39708333.33,37345454.55,26034754.55,20970347.25,20622236.42,18547178.58,17592569.92,20225081.67
OnePath OA PS-OP Guaranteed Cash EF,3956666.67,4104166.67,5274166.67,9515833.33,16152500,32918333.33,26688333.33,22570000,18908333.33,25575454.55,39359090.91,36956363.64,28798333.33,19183333.33,14648333.33,10575803.64,8303626.25,7444972.33,6174680.42,5736631.83,5178985.67
OnePath OA PS-OP Guaranteed Cash NE,,,230000,1806666.67,7416666.67,12799166.67,21001666.67,22506666.67,20890833.33,25354545.45,48300909.09,44675454.55,40364166.67,29876666.67,22565454.55,18394273.64,16424930.92,13879501.5,12622159.42,12009498.58,10123302.42
OnePath OA PS-OP High Growth EF,,,,,,,,,310000,944000,1845454.55,3310000,4586666.67,6111666.67,6887272.73,5745419.09,5083586.67,5830320.08,5974976.92,5614226.08,6174193
OnePath OA PS-OP High Growth NE,,,,,,,,,1357500,3852000,6776363.64,9719090.91,11968333.33,14426666.67,16172727.27,13134305.45,10966794.67,11691587.83,10458079.83,9433719.5,10091068.92
OnePath OA PS-OP Income Plus EF,,,,,,,,,,,325000,1234545.45,2591666.67,4930833.33,12850909.09,14336140.91,11508050.25,8929462.75,4699913.5,1855255.42,835982.42
OnePath OA PS-OP Income Plus NE,,,,,,,,,,,256666.67,2913636.36,5159166.67,10191666.67,16369166.67,16624816.36,13402395.08,10719547.33,6419261,2385093.33,1047028.25
OnePath OA PS-OP Managed Growth EF,25900000,46091666.67,47216666.67,54966666.67,74325000,104558333.3,152846666.7,195370000,208805000,196741818.2,181949090.9,182491818.2,185731666.7,187378333.3,186250909.1,146333739.1,120534514.2,123837717.6,112399210.1,98752712.42,97124973.08
OnePath OA PS-OP Managed Growth NE,2600000,18642857.14,25800000,49416666.67,116050000,237808333.3,415612500,607030833.3,679657500,648573636.4,568875454.6,543503636.4,532205833.3,527132500,513360909.1,387555846.4,306090946.1,312046079.4,285045942,244669088,234370602.9
OnePath OA PS-OP Mortgage EF,,,,,,,,53892500,43245833.33,41149000,44766363.64,39594545.45,35179166.67,31315833.33,27814545.45,25197935.45,21619729.5,17305774.92,11442652.17,4738348.67,2170525.75
OnePath OA PS-OP Mortgate NE,,,,,,,,2218750,7425000,25472000,96250909.09,106398181.8,94147500,74230000,57995454.55,45001425.45,38723726.33,31544039.33,21596731.08,8563442.58,3826600
OnePath OA PS-OP Property Securities EF,,,45000,147272.73,211666.67,1305000,10450000,13452500,13216666.67,16847000,24192727.27,27819166.67,30365833.33,33309166.67,37840909.09,24471628.18,15651614.92,17382004.17,14806774.25,13641857.25,16565287.92
OnePath OA PS-OP Property Securities NE,,,281250,586363.64,625000,810000,1770000,2310833.33,4309166.67,19116000,57429090.91,73437272.73,80390833.33,86807500,100588181.8,59084620,34326830.67,36510172.5,31975725.25,30138499.67,34276040.42
OnePath OA PS-OP Protected Aus50 EF,,,,,,,,,,,,,,,,,1043791.86,2312899.25,3382649.33,4097219.33,4187904.42
OnePath OA PS-OP Protected Aus50 NE,,,,,,,,,,,,,,,,,2236088.71,5047255.92,6777535.92,6714347.92,7640956.58
OnePath OA PS-OP Select Leaders EF,,,,,,,,,,,50000,165454.55,448333.33,839166.67,2110000,4288220.91,7780384.17,13253276.42,13992260,12038957.08,13015413.5
OnePath OA PS-OP Select Leaders NE,,,,,,,,,,,60000,242727.27,472500,1414166.67,3297272.73,5261889.09,7756417.17,13033463.92,18253188.92,17537045.17,20162934.75
OnePath OA PS-OP Sust Inv Aus Share EF,,,,,,,,,,,10000,170909.09,260833.33,405833.33,1094545.45,1898681.82,2424787.08,3159804.33,2788684.67,2621989.67,2859728.42
OnePath OA PS-OP Sust Inv Aus Share NE,,,,,,,,,,,10000,205454.55,488333.33,795000,1278181.82,1513393.64,1633819.33,2055693.5,1979411.5,1495376.42,1494329.25
OnePath OA PS-OP Tax Effective Inc EF,,,,,,,,,,,206666.67,2376363.64,7706666.67,13552500,20695454.55,19824830,15971454.58,16326305.25,13397616.5,10955309,11493832.83
OnePath OA PS-OP Tax Effective Inc NE,,,,,,,,,,,690000,8320909.09,25232500,43119166.67,58572727.27,48869565.45,37008469.42,40198048.17,36634835.08,31106204.17,30454600.17
OnePath OA PS-Optimix Aus Fixed Int EF,,,,,,,,,,,40000,405454.55,1775833.33,3719166.67,4352727.27,4045303.64,6583529.92,10131451.58,13819133.83,13777118.75,11667814.92
OnePath OA PS-Optimix Aus Fixed Int NE,,,,,,,,,,,136666.67,1421818.18,3695833.33,5837500,6305833.33,6282776.36,9618823.83,11807518.5,14516647.42,22791186.92,21790289.83
OnePath OA PS-Optimix Australian Shr EF,,,,,,,,,,,150000,2457108.18,6419166.67,11081666.67,16701818.18,17172700.91,16527694.33,18629539.75,15587516.5,13065049.5,13692421
OnePath OA PS-Optimix Australian Shr NE,,,,,,,,,,,370000,6172604.55,18512500,30116666.67,35661818.18,28772014.55,25402817.58,29446123.42,25339939.25,21556839.5,22324794.58
OnePath OA PS-Optimix Balanced EF,,,,,,,,,9670000,5457500,17000000,35327272.73,56030833.33,98553333.33,213491818.2,189725225.5,167163506.5,187851252.6,172730159.6,141781593.5,130030939.6
OnePath OA PS-Optimix Balanced NE,,,,,,,,,,7674285.71,22080909.09,51974545.45,85770833.33,107303333.3,125323636.4,111051360.9,92695864.42,96067676.25,84369935.83,71132310.17,70231105.33
OnePath OA PS-Optimix Conservative EF,,,,,,,,,,1552500,6876363.64,12029090.91,15037500,23198333.33,45172727.27,42806735.45,41267832.92,44076557.25,41416182.58,36432759.25,34157110.25
OnePath OA PS-Optimix Conservative NE,,,,,,,,,,1460000,6060909.09,14478181.82,20298333.33,25256666.67,28480909.09,25788486.36,23907757.67,26029694.42,26682039.92,27203503.67,27801073.42
OnePath OA PS-Optimix Enhanced Cash EF,,,,,,,,,,,695000,1666604.55,3562500,7009166.67,15875454.55,10433761.82,8291787.67,6774940.17,5994837.5,4886726.75,3897142.08
OnePath OA PS-Optimix Enhanced Cash NE,,,,,,,,,,,423333.33,3135454.55,6145833.33,7449166.67,9164545.45,5728939.09,4077236.17,2961253.75,2242361.5,1627462.08,981969
OnePath OA PS-Optimix Gbl Emg Mkt Shr EF,,,,,,,,,,,,,,,190000,532832.73,1021902.67,2346686.67,2887269.92,2813219.42,2709900.42
OnePath OA PS-Optimix Gbl Emg Mkt Shr NE,,,,,,,,,,,,,,,130000,361943.64,1243447.25,2192259.58,2369584.25,2151127.33,2220496.67
OnePath OA PS-Optimix Gbl Smaller Co EF,,,,,,,,,,,183333.33,911818.18,1797500,2624166.67,3572727.27,2985300.91,2407799.17,2656713.83,2699937.33,2331382.67,2845760.25
OnePath OA PS-Optimix Gbl Smaller Co NE,,,,,,,,,,,205000,1291818.18,2713333.33,3685833.33,4314545.45,3236740.91,2094064.25,1950017.5,1844570.58,1603187.17,1916859.17
OnePath OA PS-Optimix Geared Aus Shr EF,,,,,,,,,,,,,,521666.67,2410909.09,4182166.36,5395239.5,8910276.42,8642058.58,6975681.42,8534911.75
OnePath OA PS-Optimix Geared Aus Shr NE,,,,,,,,,,,,,,353333.33,2280000,3618352.73,6265855.92,10734352.33,11281778.5,9624779.25,11817855.58
OnePath OA PS-Optimix Global Shares EF,,,,,,,,,,,100000,1079090.91,3186666.67,6466666.67,9457272.73,9165350,7586567.58,7793896.92,6638390.42,5955289.17,6915145.42
OnePath OA PS-Optimix Global Shares NE,,,,,,,,,,,210000,2452727.27,9193333.33,15994166.67,16573636.36,11324983.64,7846746.42,7502867.92,6152730.58,5119228.25,5192672.5
OnePath OA PS-Optimix Growth EF,,,,,,,,,10150000,4631250,9124545.45,17183636.36,26510833.33,51038333.33,118483636.4,103665879.1,98001287.67,113479700.2,110630896.1,103290335.6,107373386.3
OnePath OA PS-Optimix Growth NE,,,,,,,,,,5851428.57,18012727.27,38492727.27,60525833.33,82257500,100605454.6,88814156.36,81231644.75,94268227.58,92961372.5,84449522.5,86954066.42
OnePath OA PS-Optimix High Growth EF,,,,,,,,,370000,1090000,2402727.27,4500909.09,6684166.67,9215833.33,13700909.09,14091530.91,16133068.17,22251015.17,25101718.92,25616210.33,27574141.42
OnePath OA PS-Optimix High Growth NE,,,,,,,,,,3390000,6887272.73,13838181.82,20874166.67,28068333.33,32315454.55,26470806.36,23163209.42,25805996.83,24644822.25,22521029.75,24133999
OnePath OA PS-Optimix Moderate EF,,,,,,,,,,,45000,1557272.73,6065833.33,16083333.33,28691818.18,30253800,32971553.5,42186144.67,43366956.67,37901910.83,36853527.42
OnePath OA PS-Optimix Moderate NE,,,,,,,,,,,126666.67,2872727.27,10577500,21524166.67,35895454.55,40062928.18,38908212.5,44605825.17,44954909.58,35851108.25,33844651.83
OnePath OA PS-Optimix Property Sec EF,,,,,,,,,,,193333.33,2506363.64,6318333.33,10042500,14300909.09,9902828.18,7014519.25,8271030.92,6707682.33,4775207.17,4922974.92
OnePath OA PS-Optimix Property Sec NE,,,,,,,,,,,373333.33,5181818.18,13058333.33,18794166.67,22520000,12563819.09,7203372.83,7498838.58,6207952.08,5540951.42,5535351.83
OnePath OA PS-Perennial Growth Shares EF,,,,,,,,,,,,,,,,,206087.29,699533.17,964817.25,1140297.83,1093165.92
OnePath OA PS-Perennial Growth Shares NE,,,,,,,,,,,,,,,,,83016.29,509311.75,1105984.58,1518529.5,1819008.58
OnePath OA PS-Perpetual Aus Shares EF,,,,,,,,,6270000,2955000,7104545.45,14140000,21461666.67,31781666.67,47722727.27,45063121.82,43220877.25,52595298,46266182.58,39215223.58,45168506.75
